Lab 02 (820171),Lab 03 (820172),Lab 04 (820173),Lab 05 (820174),Lab 06 (820175),Lab 07 (820176),Lab 08 (820177),Lab 09 (820178),Lab 10 (820179),Lab 11 (820180),Lab 12 (820181),Lab 13 (820182),Lab 14 (820183),Lab 15 (820184),Lab 16 (820185),Lab 17 (820186),Lab 20 (820189),Lab 21 (820190),Lab 22 (820187),Lab 23 (820188),Homework 1 (820163),Homework 2 (820164),Homework 3 (820165),Homework 4 (820211),Homework 5 (820166),Homework 6 (820167),Homework 7 (820168),Project 1 (820193),Project 2A (820194),Project 2B (820195),Project 3 (820196),Project 4 (820197),Extra Credit (838909),Midterm 1 (820191),Midterm 2 (820192),Final Exam (820162),Free Coding (10 pts) (840138),Assignments Current Score,Assignments Unposted Current Score,Assignments Final Score,Assignments Unposted Final Score,Assessments Current Score,Assessments Unposted Current Score,Assessments Final Score,Assessments Unposted Final Score,Labs Current Score,Labs Unposted Current Score,Labs Final Score,Labs Unposted Final Score,Homework Current Score,Homework Unposted Current Score,Homework Final Score,Homework Unposted Final Score,Projects Current Score,Projects Unposted Current Score,Projects Final Score,Projects Unposted Final Score,Midterm 1 Current Score,Midterm 1 Unposted Current Score,Midterm 1 Final Score,Midterm 1 Unposted Final Score,Midterm 2 Current Score,Midterm 2 Unposted Current Score,Midterm 2 Final Score,Midterm 2 Unposted Final Score,Final Exam Current Score,Final Exam Unposted Current Score,Final Exam Final Score,Final Exam Unposted Final Score,Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Imported Assignments Current Score,Imported Assignments Unposted Current Score,Imported Assignments Final Score,Imported Assignments Unposted Final Score,Current Score,Unposted Current Score,Final Score,Unposted Final Score,Current Grade,Unposted Current Grade,Final Grade,Unposted Final Grade
20,15,20,20,20,0,20,0,20,20,20,0,0,20,20,20,0,0,0,0,50,50,44,43,49.75,50,50,80,50,50,100,15,,29,45,50,,,,0,0,100,100,100,100,65.28,65.28,65.28,65.28,97.92,97.92,97.92,97.92,73.75,73.75,73.75,73.75,72.5,72.5,72.5,72.5,112.5,112.5,112.5,112.5,78.13,78.13,78.13,78.13,,,0,0,,,,,81.4,81.4,81.4,81.4,B-,B-,B-,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,32,45,57,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,80,80,80,112.5,112.5,112.5,112.5,89.06,89.06,89.06,89.06,,,0,0,,,,,96.69,96.69,96.69,96.69,A,A,A,A
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,0,20,0,0,50,50,50,50,50,50,50,100,50,50,99.99,65,,33.5,45,50,,,,0,0,0,0,0,0,88.89,88.89,88.89,88.89,100,100,100,100,91.25,91.25,91.25,91.25,83.75,83.75,83.75,83.75,112.5,112.5,112.5,112.5,78.13,78.13,78.13,78.13,,,0,0,,,,,91.21,91.21,91.21,91.21,A-,A-,A-,A-
0,20,20,0,20,0,7,20,0,0,20,20,20,0,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,15,,33,38,49,,,,0,0,0,0,0,0,68.61,68.61,68.61,68.61,100,100,100,100,78.75,78.75,78.75,78.75,82.5,82.5,82.5,82.5,95,95,95,95,76.56,76.56,76.56,76.56,,,0,0,,,,,81.92,81.92,81.92,81.92,B-,B-,B-,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,82.81,82.81,82.81,82.81,,,0,0,,,,,98.06,98.06,98.06,98.06,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,40,55,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,100,100,100,100,85.94,85.94,85.94,85.94,,,0,0,,,,,96.44,96.44,96.44,96.44,A,A,A,A
20,20,20,20,20,20,20,20,20,2.75,20,20,10,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,34.5,45,50,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86.25,86.25,86.25,86.25,112.5,112.5,112.5,112.5,78.13,78.13,78.13,78.13,,,0,0,,,,,95.44,95.44,95.44,95.44,A,A,A,A
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,37,24,50,40,50,100,50,42.5,100,100,,25,33,40.5,,,,0,0,100,100,100,100,100,100,100,100,92.33,92.33,92.33,92.33,98.13,98.13,98.13,98.13,62.5,62.5,62.5,62.5,82.5,82.5,82.5,82.5,63.28,63.28,63.28,63.28,,,0,0,,,,,83.17,83.17,83.17,83.17,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,20,15,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,90.63,90.63,90.63,90.63,,,0,0,,,,,99.63,99.63,99.63,99.63,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,44,60,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,110,110,93.75,93.75,93.75,93.75,,,0,0,,,,,100.25,100.25,100.25,100.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,98.55,0,,31,25,40,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,74.64,74.64,74.64,74.64,77.5,77.5,77.5,77.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,,,0,0,,,,,77.16,77.16,77.16,77.16,C+,C+,C+,C+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,30.5,33,47,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,76.25,76.25,76.25,76.25,82.5,82.5,82.5,82.5,73.44,73.44,73.44,73.44,,,0,0,,,,,88.5,88.5,88.5,88.5,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,100,,37,42,52,,,,0,0,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,105,105,105,105,81.25,81.25,81.25,81.25,,,0,0,,,,,95.88,95.88,95.88,95.88,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.9,100,,38,44,48,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,99.97,99.97,99.97,99.97,95,95,95,95,110,110,110,110,75,75,75,75,,,0,0,,,,,95.74,95.74,95.74,95.74,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,34,100,50,50,100,75,,40,45,52,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,100,100,100,100,112.5,112.5,112.5,112.5,81.25,81.25,81.25,81.25,,,0,0,,,,,96.56,96.56,96.56,96.56,A,A,A,A
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,35,43,55.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,107.5,107.5,107.5,107.5,86.72,86.72,86.72,86.72,,,0,0,,,,,96.59,96.59,96.59,96.59,A,A,A,A
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,0,50,50,50,50,100,50,50,100,0,,33,38,43,,,,0,0,0,0,0,0,100,100,100,100,95,95,95,95,75,75,75,75,82.5,82.5,82.5,82.5,95,95,95,95,67.19,67.19,67.19,67.19,,,0,0,,,,,83.31,83.31,83.31,83.31,B,B,B,B
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,65,,37,43,46,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,91.25,91.25,91.25,91.25,92.5,92.5,92.5,92.5,107.5,107.5,107.5,107.5,71.88,71.88,71.88,71.88,,,0,0,,,,,92.19,92.19,92.19,92.19,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,45,51,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,79.69,79.69,79.69,79.69,,,0,0,,,,,97.44,97.44,97.44,97.44,A,A,A,A
20,20,15,8.52,20,20,20,20,20,5,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,39,45,55,,,,0,0,100,100,100,100,98.61,98.61,98.61,98.61,100,100,100,100,93.75,93.75,93.75,93.75,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,85.94,85.94,85.94,85.94,,,0,0,,,,,96.92,96.92,96.92,96.92,A,A,A,A
20,10,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,50,50,47.73,20,0,100,27.5,35,41.46,0,,28,32,40,,,,0,0,0,0,0,0,100,100,100,100,55.91,55.91,55.91,55.91,50.99,50.99,50.99,50.99,70,70,70,70,80,80,80,80,62.5,62.5,62.5,62.5,,,0,0,,,,,68.34,68.34,68.34,68.34,D+,D+,D+,D+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,35,52,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,87.5,87.5,87.5,87.5,81.25,81.25,81.25,81.25,,,0,0,,,,,94,94,94,94,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,20,20,20,20,20,0,50,50,50,50,10,50,100,50,50,66.79,0,,35,43,54,,,,0,0,0,0,0,0,100,100,100,100,86.67,86.67,86.67,86.67,66.7,66.7,66.7,66.7,87.5,87.5,87.5,87.5,107.5,107.5,107.5,107.5,84.38,84.38,84.38,84.38,,,0,0,,,,,86.47,86.47,86.47,86.47,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,90,50,50,100,0,,31.5,44,51,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,72.5,72.5,72.5,72.5,78.75,78.75,78.75,78.75,110,110,110,110,79.69,79.69,79.69,79.69,,,0,0,,,,,87.38,87.38,87.38,87.38,B+,B+,B+,B+
20,20,0,20,20,20,20,20,0,20,20,0,0,20,0,0,20,20,0,20,50,0,0,0,0,0,0,100,50,50,100,100,,28.5,36,46.5,,,,0,0,100,100,100,100,72.22,72.22,72.22,72.22,16.67,16.67,16.67,16.67,100,100,100,100,71.25,71.25,71.25,71.25,90,90,90,90,72.66,72.66,72.66,72.66,,,0,0,,,,,76.22,76.22,76.22,76.22,C,C,C,C
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,45,52,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,81.25,81.25,81.25,81.25,,,0,0,,,,,97.75,97.75,97.75,97.75,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,,38,43,49,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,81.25,81.25,81.25,81.25,95,95,95,95,107.5,107.5,107.5,107.5,76.56,76.56,76.56,76.56,,,0,0,,,,,91,91,91,91,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,40,,40,45,57,10,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,85,85,85,85,100,100,100,100,112.5,112.5,112.5,112.5,89.06,89.06,89.06,89.06,100,100,100,100,,,,,100.94,100.94,100.94,100.94,A,A,A,A
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,0,50,50,44,50,50,50,50,100,50,50,100,100,,38,44,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,110,110,110,110,87.5,87.5,87.5,87.5,,,0,0,,,,,98.25,98.25,98.25,98.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,,34,38,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,85,85,85,85,95,95,95,95,90.63,90.63,90.63,90.63,,,0,0,,,,,93.56,93.56,93.56,93.56,A,A,A,A
20,20,20,20,20,20,20,20,20,0,20,0,0,0,0,20,0,0,0,0,50,50,50,50,0,50,0,100,50,50,100,0,,40,44,62,,,,0,0,100,100,100,100,61.11,61.11,61.11,61.11,83.33,83.33,83.33,83.33,75,75,75,75,100,100,100,100,110,110,110,110,96.88,96.88,96.88,96.88,,,0,0,,,,,87.13,87.13,87.13,87.13,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,20,20,20,20,0,50,0,0,0,0,40,35,0,0,0,15,,32.5,22,47,,,,0,0,100,100,100,100,100,100,100,100,30,30,30,30,12.5,12.5,12.5,12.5,81.25,81.25,81.25,81.25,55,55,55,55,73.44,73.44,73.44,73.44,,,0,0,,,,,56.25,56.25,56.25,56.25,E,E,E,E
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,0,100,50,50,100,100,,36.5,42,52,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.25,91.25,91.25,91.25,105,105,105,105,81.25,81.25,81.25,81.25,,,0,0,,,,,95.69,95.69,95.69,95.69,A,A,A,A
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,87.5,87.5,87.5,87.5,,,0,0,,,,,99.38,99.38,99.38,99.38,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,50,50,50,50,50,100,50,50,100,100,,26.5,40,46,,,,0,0,100,100,100,100,100,100,100,100,90,90,90,90,100,100,100,100,66.25,66.25,66.25,66.25,100,100,100,100,71.88,71.88,71.88,71.88,,,0,0,,,,,88.31,88.31,88.31,88.31,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,,40,45,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,81.25,81.25,81.25,81.25,100,100,100,100,112.5,112.5,112.5,112.5,95.31,95.31,95.31,95.31,,,0,0,,,,,96.25,96.25,96.25,96.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,38,45,61,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,95,95,95,112.5,112.5,112.5,112.5,95.31,95.31,95.31,95.31,,,0,0,,,,,100.19,100.19,100.19,100.19,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,65,,36,43,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,91.25,91.25,91.25,91.25,90,90,90,90,107.5,107.5,107.5,107.5,87.5,87.5,87.5,87.5,,,0,0,,,,,94.94,94.94,94.94,94.94,A,A,A,A
20,20,0,20,0,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,0,0,0,0,0,50,0,0,0,0,0,0,,30.5,27,0,,,,0,0,100,100,100,100,94.44,94.44,94.44,94.44,16.67,16.67,16.67,16.67,0,0,0,0,76.25,76.25,76.25,76.25,67.5,67.5,67.5,67.5,0,0,0,0,,,0,0,,,,,37.4,37.4,37.4,37.4,E,E,E,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,35,37,47,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,92.5,92.5,92.5,92.5,73.44,73.44,73.44,73.44,,,0,0,,,,,91.69,91.69,91.69,91.69,A-,A-,A-,A-
0,20,20,20,20,20,20,20,20,20,20,0,0,20,0,20,20,20,20,20,50,50,50,39,50,10,50,60,50,27.5,50.99,25,,36.5,43,53,10,,,0,0,100,100,100,100,88.89,88.89,88.89,88.89,96.33,96.33,96.33,96.33,53.37,53.37,53.37,53.37,91.25,91.25,91.25,91.25,107.5,107.5,107.5,107.5,82.81,82.81,82.81,82.81,100,100,100,100,,,,,87.68,87.68,87.68,87.68,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,36,44,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,90,90,90,110,110,110,110,90.63,90.63,90.63,90.63,,,0,0,,,,,98.13,98.13,98.13,98.13,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,50,40,50,50,50,50,100,50,50,100,75,,35.5,45,48,,,,0,0,100,100,100,100,100,100,100,100,96.67,96.67,96.67,96.67,93.75,93.75,93.75,93.75,88.75,88.75,88.75,88.75,112.5,112.5,112.5,112.5,75,75,75,75,,,0,0,,,,,93.29,93.29,93.29,93.29,A,A,A,A
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50,50,50,100,50,50,100,100,,39,43,57,,,,0,0,100,100,100,100,94.44,94.44,94.44,94.44,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,107.5,107.5,107.5,107.5,89.06,89.06,89.06,89.06,,,0,0,,,,,97.73,97.73,97.73,97.73,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,45,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,112.5,112.5,112.5,112.5,90.63,90.63,90.63,90.63,,,0,0,,,,,98.88,98.88,98.88,98.88,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,62,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,96.88,96.88,96.88,96.88,,,0,0,,,,,101.25,101.25,101.25,101.25,A,A,A,A
17.5,20,20,0,20,20,20,0,20,20,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50,50,50,100,50,50,100,100,,35,44,54,,,,0,0,100,100,100,100,88.19,88.19,88.19,88.19,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,110,110,110,110,84.38,84.38,84.38,84.38,,,0,0,,,,,94.73,94.73,94.73,94.73,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,0,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,100,,34.5,43,48,,,,0,0,0,0,0,0,94.44,94.44,94.44,94.44,100,100,100,100,100,100,100,100,86.25,86.25,86.25,86.25,107.5,107.5,107.5,107.5,75,75,75,75,,,0,0,,,,,93.23,93.23,93.23,93.23,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,50,,38,44,51.5,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,95,95,95,95,110,110,110,110,80.47,80.47,80.47,80.47,,,0,0,,,,,93.72,93.72,93.72,93.72,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,47.73,50,0,100,50,50,100,0,,36.5,45,51,,,,0,0,100,100,100,100,100,100,100,100,99.24,99.24,99.24,99.24,75,75,75,75,91.25,91.25,91.25,91.25,112.5,112.5,112.5,112.5,79.69,79.69,79.69,79.69,,,0,0,,,,,90.17,90.17,90.17,90.17,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,40,45,62,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112.5,112.5,112.5,112.5,96.88,96.88,96.88,96.88,,,0,0,,,,,101.25,101.25,101.25,101.25,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37,45,50,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,92.5,92.5,92.5,92.5,112.5,112.5,112.5,112.5,78.13,78.13,78.13,78.13,,,0,0,,,,,96.38,96.38,96.38,96.38,A,A,A,A
0,20,20,20,0,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,50,0,50,50,100,100,,32,41,49,,,,0,0,,,0,0,94.44,94.44,94.44,94.44,100,100,100,100,75,75,75,75,80,80,80,80,102.5,102.5,102.5,102.5,76.56,76.56,76.56,76.56,,,0,0,,,,,85.6,85.6,85.6,85.6,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,15.34,50,50,100,50,50,100,25,,33.5,45,54,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,81.25,81.25,81.25,81.25,83.75,83.75,83.75,83.75,112.5,112.5,112.5,112.5,84.38,84.38,84.38,84.38,,,0,0,,,,,91.63,91.63,91.63,91.63,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,0,100,50,50,100,50,,40,45,56.5,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,87.5,87.5,87.5,87.5,100,100,100,100,112.5,112.5,112.5,112.5,88.28,88.28,88.28,88.28,,,0,0,,,,,96.41,96.41,96.41,96.41,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,50,100,50,50,100,75,,25,32,27,10,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,62.5,62.5,62.5,62.5,80,80,80,80,42.19,42.19,42.19,42.19,100,100,100,100,,,,,83.25,83.25,83.25,83.25,B,B,B,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,30.5,37,53,,,,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,76.25,76.25,76.25,76.25,92.5,92.5,92.5,92.5,82.81,82.81,82.81,82.81,,,0,0,,,,,91.88,91.88,91.88,91.88,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,14.5,0,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,50,100,50,50,100,50,,33,38,51,,,,0,0,100,100,100,100,98.47,98.47,98.47,98.47,100,100,100,100,87.5,87.5,87.5,87.5,82.5,82.5,82.5,82.5,95,95,95,95,79.69,79.69,79.69,79.69,,,0,0,,,,,89.21,89.21,89.21,89.21,B+,B+,B+,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,94.67,100,,34.5,41,54,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,98.67,98.67,98.67,98.67,86.25,86.25,86.25,86.25,102.5,102.5,102.5,102.5,84.38,84.38,84.38,84.38,,,0,0,,,,,94.85,94.85,94.85,94.85,A,A,A,A
20,20,20,20,20,0,20,20,20,0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,25.5,45,52,,,,0,0,100,100,100,100,94.44,94.44,94.44,94.44,100,100,100,100,100,100,100,100,63.75,63.75,63.75,63.75,112.5,112.5,112.5,112.5,81.25,81.25,81.25,81.25,,,0,0,,,,,91.85,91.85,91.85,91.85,A-,A-,A-,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,37.5,45,60,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93.75,93.75,93.75,93.75,112.5,112.5,112.5,112.5,93.75,93.75,93.75,93.75,,,0,0,,,,,99.69,99.69,99.69,99.69,A,A,A,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,45,58,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,112.5,112.5,112.5,112.5,90.63,90.63,90.63,90.63,,,0,0,,,,,99.63,99.63,99.63,99.63,A,A,A,A
20,20,20,18.83,17,0,20,20,8,0,10,20,20,20,20,20,20,0,20,0,30,50,50,50,47.73,50,50,100,50,50,99.99,25,,25.5,41,44,,,,0,0,100,100,100,100,81.62,81.62,81.62,81.62,99.24,99.24,99.24,99.24,81.25,81.25,81.25,81.25,63.75,63.75,63.75,63.75,102.5,102.5,102.5,102.5,68.75,68.75,68.75,68.75,,,0,0,,,,,81.17,81.17,81.17,81.17,B-,B-,B-,B-
20,0,20,8.38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,100,,39,43,62,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,107.5,107.5,107.5,107.5,96.88,96.88,96.88,96.88,,,0,0,,,,,100.13,100.13,100.13,100.13,A,A,A,A
20,20,0,13.87,20,20,20,0,20,20,0,20,0,20,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,0,,0,0,0,,,,0,0,0,0,0,0,53.85,53.85,53.85,53.85,16.67,16.67,16.67,16.67,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,15.99,15.99,15.99,15.99,E,E,E,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,39,44,56,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.5,97.5,97.5,97.5,110,110,110,110,87.5,87.5,87.5,87.5,,,0,0,,,,,98.63,98.63,98.63,98.63,A,A,A,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,,31.5,39,53,,,,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78.75,78.75,78.75,78.75,97.5,97.5,97.5,97.5,82.81,82.81,82.81,82.81,,,0,0,,,,,93,93,93,93,A,A,A,A
